teamID,gameID,shotsOnTarget,shots,goals,location,deep,ppda,fouls,corners,yellowCards,redCards,result
138,3163,6,17,1,a,11,7.24,16,8,2,0,L
148,3164,3,11,1,h,7,5.4545,19,5,4,0,D
150,3164,5,14,1,a,3,10.8214,16,7,2,0,D
159,3165,4,11,0,h,2,7.8065,21,2,6,0,D
154,3165,3,9,0,a,3,6.1786,16,4,3,0,D
143,3166,3,11,0,h,15,4.4872,10,9,2,0,D
141,3166,3,6,0,a,1,13.4348,19,2,2,0,D
153,3167,5,16,3,h,6,10.3793,22,4,4,1,D
152,3167,6,13,3,a,3,8.3158,14,3,1,0,D
147,3168,5,12,3,h,8,10.5455,9,2,1,0,W
156,3168,4,9,1,a,4,5.3714,16,2,4,0,L
149,3169,5,9,3,h,4,8.0435,17,2,3,0,W
157,3169,2,15,1,a,3,7.4839,13,5,1,0,L
158,3170,2,10,1,h,2,17.5217,15,3,3,0,D
144,3170,3,10,1,a,5,7.8261,11,5,3,0,D
146,3171,3,8,2,h,4,7.3667,16,2,5,0,D
137,3171,6,19,2,a,5,7.8571,7,13,1,0,D
139,3172,10,15,5,h,3,9.4828,15,8,1,0,W
140,3172,3,14,1,a,4,8.4783,10,6,4,0,L
137,3173,6,16,1,h,4,10.3043,16,6,3,0,D
155,3173,2,8,1,a,4,8.3462,14,2,5,0,D
157,3174,1,4,0,h,1,18.1481,18,2,3,0,L
148,3174,6,17,3,a,20,5.25,6,5,0,0,W
140,3175,6,15,3,h,9,6.375,17,8,4,0,W
146,3175,3,9,2,a,0,10.303,20,4,4,1,L
144,3176,1,5,1,h,5,4.4333,17,6,3,0,D
159,3176,6,11,1,a,3,16.2692,18,4,3,0,D
150,3177,5,17,3,h,4,6.1714,16,10,3,0,W
139,3177,2,4,2,a,1,14.7727,17,3,4,0,L
156,3178,1,8,0,h,6,6.6,14,7,1,0,D
158,3178,3,3,0,a,1,17.6429,7,2,1,0,D
152,3179,6,14,0,h,3,7.2258,13,4,3,0,L
138,3179,5,14,3,a,11,7.875,13,6,3,0,W
141,3180,6,12,2,h,3,8.125,13,4,1,0,W
149,3180,5,13,1,a,3,9.3333,10,3,2,0,L
153,3181,1,6,1,h,5,8.8966,14,3,3,0,W
147,3181,4,14,0,a,9,5.4138,12,7,2,0,L
154,3182,5,9,3,h,3,5.7188,13,2,3,0,W
143,3182,3,13,0,a,6,8.8182,13,7,3,0,L
158,3183,2,10,1,h,2,12.4211,20,6,6,0,W
153,3183,3,6,0,a,2,9.7083,6,4,1,0,L
149,3184,7,16,1,h,11,8.3333,16,12,2,0,L
154,3184,9,14,3,a,12,6.6786,14,2,1,0,W
143,3185,3,16,1,h,7,11.3824,15,8,2,0,W
144,3185,3,11,0,a,8,6.2222,11,5,1,0,L
155,3186,4,10,0,h,5,16.8095,9,5,0,0,L
140,3186,6,18,2,a,9,5.7778,11,9,1,0,W
138,3187,5,9,4,h,11,8.1,17,3,2,1,W
137,3187,3,16,1,a,5,9.3077,12,6,3,0,L
159,3188,2,8,1,h,2,16.9333,10,3,2,1,D
156,3188,4,15,1,a,4,3.9118,10,6,2,0,D
139,3189,4,8,2,h,4,8.2,8,5,1,0,W
157,3189,3,13,0,a,2,13.9655,16,1,3,0,L
148,3190,7,14,4,h,16,5.7037,11,5,0,0,W
141,3190,1,4,1,a,2,11.8667,16,2,3,0,L
147,3191,7,18,2,h,5,7.2917,16,9,4,0,W
152,3191,4,10,1,a,10,9.2381,13,7,2,1,L
125,3192,3,9,1,h,3,16.7037,12,1,3,0,L
117,3192,6,15,3,a,12,5.3043,13,5,2,0,W
131,3193,4,6,2,h,2,22.4737,21,0,3,1,L
122,3193,8,18,3,a,8,8.15,9,2,2,0,W
129,3194,7,15,4,h,11,7.4118,10,9,1,0,W
130,3194,1,4,1,a,0,31.2353,10,3,1,0,L
119,3195,6,15,1,h,13,5.0741,10,4,0,0,D
135,3195,2,10,1,a,3,12.4688,10,3,1,0,D
120,3196,6,10,4,h,7,12.6522,14,3,1,0,W
134,3196,1,10,0,a,5,19.6087,11,4,1,0,L
123,3197,5,13,2,h,8,8.48,18,3,0,0,W
126,3197,5,15,1,a,6,6.6667,16,4,3,0,L
136,3198,5,14,2,h,7,6.9118,16,8,1,0,W
124,3198,5,11,1,a,4,5.2059,20,5,5,0,L
127,3199,2,10,0,h,7,5.0,16,1,2,0,L
118,3199,5,21,2,a,8,6.9583,24,4,4,0,W
121,3200,5,14,1,h,1,9.6129,11,5,3,0,D
132,3200,4,7,1,a,2,6.7037,13,2,2,0,D
132,3201,3,15,0,h,2,7.1739,28,11,4,1,D
120,3201,0,3,0,a,4,6.069,17,2,3,0,D
135,3202,2,11,1,h,9,12.9167,11,6,3,0,W
127,3202,4,17,0,a,3,25.3077,9,5,4,0,L
134,3203,2,7,1,h,2,12.0,26,1,2,1,D
129,3203,4,11,1,a,11,3.2647,18,6,3,0,D
118,3204,5,12,1,h,6,8.5,16,3,1,1,W
121,3204,1,11,0,a,5,6.6429,16,5,3,1,L
126,3205,1,4,1,h,4,8.6176,19,3,1,1,W
136,3205,3,13,0,a,4,2.8333,16,4,4,0,L
117,3206,10,19,5,h,6,6.2,13,10,1,0,W
131,3206,3,6,0,a,3,56.375,4,2,0,0,L
122,3207,4,11,0,h,10,6.7333,17,5,0,0,L
123,3207,6,13,1,a,3,13.3333,14,1,3,0,W
130,3208,3,9,1,h,2,7.1786,13,4,2,0,W
125,3208,4,12,0,a,7,9.1429,15,1,0,1,L
124,3209,0,11,0,h,2,17.3478,10,4,3,1,L
119,3209,2,13,1,a,9,4.875,15,3,3,0,W
120,3210,5,13,2,h,7,5.7179,22,2,5,0,D
129,3210,4,14,2,a,6,10.2308,18,4,1,1,D
121,3211,1,8,1,h,3,15.3667,16,3,0,0,W
130,3211,3,8,0,a,1,9.6563,12,0,0,0,L
123,3212,5,10,1,h,2,4.0952,17,4,1,0,D
134,3212,5,14,1,a,5,6.8788,17,5,4,0,D
136,3213,8,16,2,h,12,5.6552,10,9,1,0,W
122,3213,0,3,0,a,2,15.7143,14,1,3,0,L
124,3214,2,17,1,h,3,6.0,12,9,1,0,D
135,3214,2,6,1,a,1,28.0,9,1,0,0,D
125,3215,8,19,3,h,3,3.9333,12,6,2,0,W
118,3215,3,10,1,a,2,8.4583,15,6,3,0,L
131,3216,3,15,1,h,6,9.8485,17,4,3,0,W
132,3216,1,8,0,a,3,6.2,18,2,4,0,L
127,3217,2,10,0,h,6,21.1364,18,3,1,0,L
117,3217,2,13,1,a,8,6.8,11,1,2,0,W
119,3218,3,5,1,h,4,5.3333,17,1,1,1,L
126,3218,7,17,2,a,10,7.5313,16,4,2,0,W
132,3219,4,9,3,h,5,5.7059,14,6,3,0,W
125,3219,6,11,0,a,2,11.125,9,6,0,1,L
130,3220,4,20,1,h,5,6.7097,18,5,1,0,L
131,3220,7,18,2,a,3,13.1071,18,6,2,0,W
118,3221,7,11,2,h,7,7.0,13,4,2,0,W
124,3221,3,6,1,a,0,6.52,11,5,4,0,L
129,3222,8,23,1,h,10,4.3214,10,6,1,0,D
121,3222,3,8,1,a,2,14.875,19,2,2,0,D
126,3223,6,17,1,h,7,6.25,17,6,4,0,L
135,3223,5,11,2,a,3,13.8571,12,3,2,0,W
120,3224,3,12,1,h,4,8.4815,11,5,2,0,D
123,3224,3,10,1,a,8,14.7667,19,9,2,0,D
122,3225,5,16,2,h,6,7.0476,13,6,1,0,W
127,3225,0,5,0,a,2,30.5714,15,4,3,0,L
134,3226,2,11,1,h,4,11.85,7,4,0,0,D
119,3226,6,18,1,a,6,8.7407,16,5,0,0,D
117,3227,11,24,3,h,13,5.6667,13,9,1,0,W
136,3227,2,4,0,a,1,20.7391,13,4,1,1,L
161,3228,4,14,2,h,4,7.6207,12,10,2,0,W
167,3228,3,14,0,a,1,22.1176,8,4,1,0,L
165,3229,9,18,3,h,2,5.6757,15,6,4,0,D
181,3229,4,13,3,a,5,13.4118,16,1,2,1,D
166,3230,3,6,3,h,2,21.2609,8,3,0,0,W
161,3230,3,10,0,a,7,4.6129,15,2,2,0,L
180,3231,3,15,0,h,2,9.6111,11,7,3,0,L
178,3231,6,18,3,a,8,9.1,15,6,1,0,W
167,3232,5,18,2,h,5,25.8333,5,6,0,0,D
179,3232,5,13,2,a,1,21.0,9,11,1,0,D
169,3233,6,15,2,h,3,9.95,11,9,0,0,W
168,3233,2,8,0,a,5,15.6667,18,1,2,1,L
171,3234,7,12,5,h,11,7.871,16,6,3,0,W
162,3234,0,7,0,a,0,27.0,11,5,3,0,L
176,3235,1,8,0,h,4,8.5588,15,5,2,0,L
160,3235,9,16,1,a,3,11.9444,17,5,4,0,W
163,3236,6,15,2,h,9,8.6452,18,7,3,0,W
175,3236,0,4,0,a,2,20.5,6,4,2,0,L
164,3237,9,19,3,h,12,7.0,14,6,1,0,W
182,3237,2,7,0,a,3,13.0909,8,1,1,1,L
170,3238,6,11,3,h,12,12.4,6,2,0,0,W
174,3238,0,12,0,a,5,15.0556,15,2,2,0,L
181,3239,5,14,1,h,9,6.6,12,7,1,0,L
164,3239,7,12,2,a,5,8.0625,18,4,2,0,W
176,3240,2,9,0,h,3,12.0,11,9,3,1,L
171,3240,6,16,4,a,5,7.8333,15,9,1,0,W
160,3241,4,12,2,h,6,13.25,17,1,1,0,W
166,3241,6,17,1,a,6,9.5517,13,3,1,0,L
182,3242,6,12,2,h,2,10.7917,7,2,1,0,W
167,3242,2,11,0,a,0,12.3684,8,12,1,0,L
168,3243,6,16,1,h,5,7.7241,12,5,2,0,W
165,3243,3,9,0,a,1,8.64,9,4,2,0,L
174,3244,5,10,3,h,4,13.9565,8,3,2,0,W
179,3244,8,17,2,a,7,11.6875,5,8,0,0,L
162,3245,6,16,2,h,3,7.7273,13,5,2,0,W
180,3245,1,8,0,a,2,5.9091,19,5,2,0,L
178,3246,4,5,1,h,7,11.0741,16,4,3,0,W
163,3246,5,12,0,a,6,5.5758,15,6,0,1,L
175,3247,2,7,1,h,1,12.25,13,4,0,0,W
169,3247,8,18,0,a,6,6.5625,14,4,2,0,L
161,3248,10,22,2,h,2,6.4129999999999985,17,9,2,0,D
170,3248,3,5,2,a,3,16.7826,10,0,3,0,D
167,3249,2,15,0,h,4,8.8,12,6,1,0,L
168,3249,4,11,2,a,3,8.5172,9,1,3,0,W
169,3250,2,11,2,h,4,17.36,18,4,0,0,W
161,3250,7,15,1,a,11,4.1923,16,7,0,0,L
165,3251,8,17,3,h,4,8.4762,8,4,2,0,W
180,3251,3,16,0,a,1,11.5,13,6,3,1,L
174,3252,2,5,1,h,2,8.7727,17,3,1,0,D
182,3252,3,10,1,a,4,7.8065,12,3,3,0,D
163,3253,4,12,1,h,5,3.3243,15,6,1,0,L
162,3253,5,14,2,a,3,11.5357,11,6,0,0,W
179,3254,9,21,2,h,11,8.75,12,6,4,0,W
175,3254,3,9,1,a,3,26.8182,13,3,2,1,L
166,3255,8,22,4,h,6,16.7826,11,5,2,0,W
176,3255,3,11,0,a,4,7.3929,12,1,2,1,L
170,3256,3,8,2,h,4,7.7308,13,3,1,0,W
181,3256,4,11,1,a,9,12.3571,21,3,3,1,L
164,3257,5,13,2,h,5,7.1875,13,6,0,0,W
160,3257,4,13,0,a,5,13.25,15,2,0,0,L
171,3258,4,13,1,h,4,4.9677,20,6,4,1,L
178,3258,10,17,3,a,7,6.3103,20,9,2,0,W
175,3259,3,18,0,h,9,4.3,15,12,1,0,D
182,3259,3,5,0,a,0,7.2759,11,2,1,1,D
176,3260,3,15,0,h,7,13.5,16,8,2,0,D
170,3260,4,15,0,a,3,14.6875,8,0,2,2,D
160,3261,6,18,1,h,4,6.84,11,2,1,0,D
163,3261,4,10,1,a,1,7.8462,20,1,1,0,D
178,3262,3,14,2,h,4,9.2083,12,7,0,0,W
167,3262,3,13,0,a,4,17.8,15,3,2,0,L
161,3263,7,19,5,h,10,9.7391,8,13,0,0,W
179,3263,1,4,0,a,1,25.8,10,3,1,0,L
162,3264,4,16,1,h,7,11.8966,7,6,1,0,L
164,3264,3,7,2,a,5,7.1724,13,4,3,0,W
181,3265,6,11,2,h,4,6.3846,12,3,2,0,W
174,3265,3,6,0,a,10,6.5357,19,5,4,0,L
171,3266,6,21,2,h,16,6.2143,15,5,3,0,W
165,3266,5,16,1,a,3,12.2778,12,2,0,1,L
168,3267,2,5,1,h,1,12.5217,15,2,2,0,W
166,3267,4,17,0,a,8,13.2381,12,8,0,0,L
180,3268,4,9,2,h,8,12.1786,16,5,2,0,D
169,3268,4,9,2,a,6,10.0,11,2,1,0,D
106,3281,6,21,2,h,12,9.7097,14,2,0,0,W
113,3281,2,7,1,a,3,11.6818,18,10,4,0,L
98,3282,7,13,4,h,12,9.7273,6,5,0,0,W
102,3282,3,8,1,a,4,15.3846,16,2,3,0,L
96,3283,12,19,4,h,10,11.3684,6,4,2,0,W
116,3283,5,15,1,a,6,18.0,6,10,3,0,L
105,3284,10,36,2,h,7,5.8919,7,11,1,0,W
108,3284,2,8,0,a,5,25.0714,9,8,2,0,L
109,3285,3,10,1,h,8,8.3214,18,6,0,0,D
97,3285,4,8,1,a,2,10.25,14,4,4,0,D
110,3286,11,26,1,h,3,4.087,15,14,1,0,D
115,3286,2,4,1,a,3,16.95,16,1,2,0,D
114,3287,0,5,0,h,2,12.56,18,2,3,0,L
107,3287,3,13,1,a,1,10.1786,22,8,3,0,W
104,3288,3,16,1,h,5,13.9048,12,5,3,0,L
95,3288,5,16,3,a,10,7.6,10,11,0,0,W
100,3289,2,11,1,h,3,9.4074,15,3,2,1,L
99,3289,7,11,3,a,7,10.4074,15,4,2,0,W
97,3290,2,5,0,h,0,18.0,8,2,3,1,L
110,3290,5,12,1,a,8,7.2895,17,5,3,0,W
98,3291,2,10,2,h,5,12.3913,11,3,4,0,W
105,3291,2,12,1,a,5,13.5926,10,4,1,0,L
107,3292,9,15,3,h,6,10.0435,12,3,1,0,W
101,3292,2,10,0,a,8,7.2609,14,3,2,0,L
96,3293,6,14,2,h,3,9.0,17,10,2,0,W
104,3293,5,14,1,a,3,12.1364,11,4,1,0,L
111,3294,9,19,1,h,4,9.1923,11,5,1,0,W
114,3294,6,15,0,a,6,8.7037,14,5,2,0,L
115,3295,7,9,2,h,1,13.7917,19,4,1,0,W
109,3295,3,17,0,a,6,4.56,21,5,2,0,L
108,3296,3,8,0,h,4,10.5,18,4,6,0,D
95,3296,6,23,0,a,15,5.1667,13,8,3,0,D
102,3297,3,9,1,h,4,8.6364,15,4,1,0,W
106,3297,3,14,0,a,5,11.9048,14,5,3,0,L
99,3298,5,16,2,h,1,20.7143,13,4,2,0,D
113,3298,3,13,2,a,6,6.8333,19,4,3,0,D
130,3299,2,7,0,h,5,7.5833,19,3,1,0,D
132,3299,1,6,0,a,5,15.4333,15,6,2,0,D
125,3300,8,17,2,h,5,4.9032,14,5,1,0,W
126,3300,2,5,0,a,0,9.3636,8,0,0,1,L
131,3301,2,6,1,h,3,4.6875,15,1,1,0,L
119,3301,6,18,2,a,10,5.9688,17,4,3,0,W
121,3302,3,7,1,h,3,20.24,14,4,2,0,L
117,3302,8,16,3,a,11,6.2308,6,10,0,0,W
123,3303,4,13,1,h,6,6.1923,25,4,1,0,L
135,3303,5,14,3,a,6,7.7353,23,4,3,0,W
127,3304,0,4,0,h,2,11.3333,13,2,4,0,L
136,3304,4,11,2,a,9,3.9643,16,6,2,0,W
129,3305,1,9,0,h,7,7.3704,14,1,4,0,D
124,3305,2,8,0,a,5,20.1,21,4,4,0,D
120,3306,7,23,1,h,8,11.45,10,7,0,0,W
122,3306,2,5,0,a,5,10.1875,20,3,4,0,L
134,3307,6,18,3,h,4,6.9167,16,7,3,0,W
118,3307,2,9,0,a,1,14.4231,17,4,1,1,L
159,3308,4,7,0,h,2,8.5833,19,1,5,0,L
140,3308,5,9,2,a,2,5.7586,15,4,2,0,W
149,3309,5,9,1,h,0,10.5769,17,3,6,0,D
138,3309,6,20,1,a,10,7.3529,9,4,2,0,D
158,3310,3,8,1,h,1,11.1613,15,4,5,0,L
150,3310,5,15,4,a,5,12.1053,6,3,1,0,W
143,3311,7,16,4,h,6,10.087,10,6,2,1,W
137,3311,3,6,2,a,1,9.7308,10,2,4,1,L
148,3312,5,15,1,h,17,4.8966,7,8,1,0,W
155,3312,0,1,0,a,0,25.7857,17,1,4,0,L
156,3313,9,13,2,h,5,7.1212,16,3,2,0,W
154,3313,1,6,1,a,1,8.1739,16,7,3,0,L
147,3314,4,18,1,h,8,3.32,10,9,2,0,D
157,3314,3,7,1,a,2,16.0556,11,2,1,0,D
153,3315,5,13,0,h,5,6.92,15,8,3,0,L
141,3315,5,10,1,a,3,13.5,15,3,3,0,W
144,3316,8,17,3,h,6,2.6923,13,8,2,0,D
152,3316,6,9,3,a,5,16.6818,22,1,6,1,D
139,3317,4,16,1,h,3,8.1429,14,5,1,0,D
146,3317,3,10,1,a,2,5.4828,21,6,5,0,D
160,3318,2,10,0,h,3,13.6552,21,2,2,0,L
161,3318,7,17,1,a,8,5.1613,17,4,1,0,W
174,3319,1,12,1,h,5,6.16,16,3,2,0,L
178,3319,3,7,2,a,2,6.6,16,2,2,1,W
162,3320,11,19,0,h,8,6.7778,11,13,1,0,D
181,3320,2,8,0,a,2,6.2143,25,5,1,0,D
169,3321,5,14,1,h,4,13.2609,9,7,1,0,W
167,3321,3,15,0,a,1,13.1429,12,5,3,0,L
182,3322,3,11,2,h,2,10.7308,17,4,3,0,W
165,3322,5,15,0,a,7,8.2222,10,3,3,0,L
175,3323,2,8,1,h,2,13.2222,11,4,0,0,D
171,3323,6,13,1,a,2,6.3125,15,9,4,0,D
179,3324,3,16,2,h,1,9.125,13,5,2,0,D
166,3324,4,8,2,a,3,15.2381,9,5,1,0,D
170,3325,7,12,4,h,7,16.7143,12,2,1,0,W
168,3325,4,16,1,a,2,10.6304,19,4,3,0,L
163,3326,4,10,1,h,5,9.7917,9,3,0,0,W
180,3326,2,8,0,a,4,11.913,17,4,3,0,L
164,3327,3,10,0,h,3,12.3182,13,3,1,0,D
176,3327,1,5,0,a,3,19.3478,8,0,1,0,D
90,3328,2,6,1,h,6,15.3182,11,0,3,0,L
82,3328,6,19,4,a,10,7.9375,6,3,0,0,W
83,3329,7,22,2,h,19,6.2308,9,8,1,0,W
78,3329,4,7,0,a,2,22.8571,7,4,1,0,L
93,3330,1,9,0,h,2,7.0,10,2,3,0,D
75,3330,4,10,0,a,9,9.3667,9,2,0,0,D
72,3331,6,17,3,h,11,11.0,5,10,0,0,W
74,3331,3,12,0,a,4,5.3947,14,8,1,0,L
88,3332,3,14,2,h,6,11.5294,11,8,4,1,W
92,3332,3,11,1,a,5,13.1579,11,8,3,0,L
76,3333,5,8,3,h,1,19.4,5,7,0,0,W
91,3333,6,17,1,a,2,11.8125,4,9,0,0,L
77,3334,5,10,2,h,4,19.5789,10,2,2,0,D
87,3334,15,21,2,a,10,8.7059,10,5,3,0,D
81,3335,2,8,0,h,4,19.5263,9,2,1,1,L
89,3335,6,13,2,a,16,7.0625,13,1,2,0,W
73,3336,6,13,3,h,4,11.6,10,4,3,1,D
83,3336,4,14,3,a,22,6.75,12,7,3,0,D
78,3337,3,7,1,h,3,7.5152,13,4,2,0,L
84,3337,4,11,2,a,5,11.0952,14,5,1,0,W
85,3338,5,16,2,h,4,12.0,10,7,1,0,W
90,3338,2,9,0,a,8,7.962999999999999,15,6,2,0,L
82,3339,2,9,2,h,1,11.0714,9,1,3,0,W
80,3339,2,11,0,a,6,13.4211,8,6,2,0,L
82,3340,11,21,4,h,9,5.087,11,8,0,0,W
76,3340,0,3,0,a,1,12.6667,12,0,2,0,L
90,3341,5,12,0,h,5,11.1364,15,3,3,0,D
93,3341,1,5,0,a,1,9.7222,15,1,1,0,D
77,3342,3,13,1,h,7,7.7931,16,5,3,0,L
85,3342,6,14,3,a,8,11.4,11,2,1,0,W
84,3343,3,12,0,h,7,14.0833,12,3,2,0,L
83,3343,6,14,4,a,21,7.6176,8,2,0,0,W
91,3344,3,14,3,h,2,12.9583,13,4,0,0,W
73,3344,6,8,1,a,4,12.4667,11,5,1,0,L
92,3345,3,9,1,h,4,9.0,14,2,1,0,W
74,3345,5,20,0,a,4,6.2857,14,7,2,0,L
81,3346,3,14,3,h,2,12.95,10,2,4,0,W
78,3346,1,10,0,a,6,8.0952,14,2,2,0,L
75,3347,2,7,0,h,2,21.7059,8,3,1,0,L
80,3347,3,8,3,a,7,8.25,9,5,0,0,W
72,3348,4,6,4,h,4,17.0,17,3,2,0,W
88,3348,5,13,0,a,10,5.6522,7,6,2,0,L
89,3349,3,9,1,h,6,6.5625,17,5,1,0,D
87,3349,4,13,1,a,6,9.8519,13,7,3,0,D
87,3350,5,16,2,h,14,4.7813,7,6,1,0,L
84,3350,3,6,3,a,8,38.3636,7,3,1,0,W
93,3351,2,11,1,h,7,9.3333,7,7,2,0,L
81,3351,5,13,3,a,5,15.1053,14,5,1,0,W
73,3352,5,15,2,h,7,11.8462,6,9,1,0,D
90,3352,3,10,2,a,4,7.962999999999999,16,4,1,0,D
78,3353,2,8,0,h,6,12.9412,10,8,0,0,L
72,3353,8,17,1,a,6,12.4,15,7,1,0,W
85,3354,1,6,1,h,4,12.1304,12,1,4,0,D
89,3354,8,25,1,a,11,7.2083,13,7,0,0,D
76,3355,5,14,2,h,5,10.4286,15,1,1,0,W
77,3355,3,9,0,a,5,9.3333,12,4,1,0,L
88,3356,7,17,2,h,11,7.2581,10,5,2,0,D
82,3356,2,6,2,a,4,11.8421,7,4,4,0,D
74,3357,7,20,3,h,4,5.6364,8,7,0,0,W
75,3357,2,11,0,a,3,11.6842,10,2,1,0,L
83,3358,8,24,2,h,19,8.2143,12,10,1,1,W
92,3358,7,13,1,a,7,17.7647,11,4,3,0,L
80,3359,5,9,2,h,9,15.2381,12,9,1,0,W
91,3359,4,9,0,a,6,9.6071,10,7,3,0,L
83,3360,5,20,1,h,15,4.1,12,9,3,0,L
90,3360,6,10,2,a,2,10.1515,15,5,3,0,W
73,3361,2,10,0,h,1,3.0909,14,2,0,0,L
78,3361,3,11,2,a,3,6.9355,23,3,4,0,W
92,3362,3,24,1,h,13,6.3158,4,10,1,0,W
75,3362,5,13,0,a,4,18.6667,8,2,0,0,L
93,3363,3,11,1,h,5,6.1765,12,4,2,0,D
76,3363,5,15,1,a,4,11.8182,13,2,1,0,D
77,3364,1,3,0,h,4,11.5909,9,2,2,0,D
82,3364,3,14,0,a,6,7.5833,13,12,1,0,D
84,3365,5,12,2,h,2,15.7727,10,5,2,0,W
74,3365,2,10,1,a,5,9.1538,19,4,0,0,L
87,3366,3,7,1,h,8,6.3871,13,3,2,0,D
80,3366,2,8,1,a,3,11.3929,8,3,1,0,D
81,3367,1,6,0,h,4,14.6129,11,2,3,0,L
88,3367,4,11,4,a,11,6.5652,14,4,3,0,W
89,3368,6,16,0,h,13,5.7097,20,7,1,0,D
91,3368,2,6,0,a,4,19.5882,16,1,4,0,D
85,3369,7,14,1,h,8,8.5313,21,5,1,0,D
72,3369,5,15,1,a,3,13.9333,12,5,0,0,D
80,3370,6,13,3,h,8,7.9444,14,10,1,0,W
83,3370,5,9,1,a,7,9.0,8,13,1,0,L
78,3371,9,21,0,h,5,5.2414,8,6,3,0,L
77,3371,7,10,4,a,1,19.1538,8,1,3,0,W
72,3372,10,15,6,h,4,24.5,14,4,3,0,W
73,3372,8,18,3,a,12,11.08,4,8,1,0,L
91,3373,4,7,2,h,3,33.3333,9,1,2,0,W
87,3373,5,22,0,a,16,4.8182,12,15,1,0,L
90,3374,7,16,2,h,4,9.6111,12,3,5,0,W
92,3374,7,11,1,a,2,11.380999999999998,10,6,0,1,L
76,3375,4,15,1,h,6,29.875,6,5,2,0,W
85,3375,2,12,0,a,4,5.68,13,6,2,0,L
74,3376,7,21,1,h,5,10.1429,12,3,0,0,L
81,3376,4,6,3,a,2,9.4483,15,2,2,0,W
82,3377,5,17,1,h,14,7.1429,8,11,0,0,W
93,3377,0,8,0,a,6,18.5,11,2,1,0,L
88,3378,5,17,2,h,13,9.1765,9,10,2,0,W
84,3378,2,4,1,a,0,20.3889,13,3,3,0,L
75,3379,1,11,0,h,1,19.8235,12,10,2,0,L
89,3379,9,15,3,a,9,6.2,13,3,4,0,W
83,3380,7,17,2,h,17,10.7391,12,3,3,0,W
91,3380,4,9,0,a,4,11.3182,9,8,1,1,L
89,3381,11,22,2,h,9,9.2593,10,5,1,0,W
90,3381,3,9,0,a,3,13.04,12,1,0,0,L
93,3382,3,9,0,h,5,13.8519,14,5,2,0,D
72,3382,3,7,0,a,8,7.2432,9,2,0,0,D
85,3383,4,7,1,h,6,7.0769,10,5,1,0,W
78,3383,1,6,0,a,2,6.5152,14,5,3,0,L
77,3384,1,6,0,h,3,13.0,12,6,1,0,L
74,3384,8,15,4,a,9,8.3438,14,2,0,0,W
81,3385,4,16,2,h,5,7.1667,7,7,3,0,D
76,3385,3,8,2,a,2,13.8636,14,5,2,0,D
87,3386,9,17,2,h,10,6.8125,14,10,3,0,W
82,3386,2,7,0,a,3,7.7143,14,3,4,0,L
92,3387,4,7,1,h,5,16.2917,12,1,3,0,D
80,3387,2,13,1,a,11,5.5455,11,1,2,0,D
84,3388,4,10,2,h,2,13.8421,7,7,2,0,W
75,3388,1,9,0,a,6,11.7391,14,3,2,0,L
73,3389,1,5,0,h,4,16.0952,8,3,2,0,L
88,3389,5,17,2,a,8,7.64,11,7,3,0,W
74,3390,3,14,0,h,4,16.3571,5,8,1,0,L
83,3390,4,11,2,a,15,11.7,5,5,2,0,W
80,3391,5,16,3,h,19,10.4286,11,8,1,0,W
84,3391,2,3,1,a,1,15.2963,14,1,3,0,L
78,3392,3,15,1,h,9,8.4194,13,4,3,0,W
93,3392,4,11,0,a,7,6.2273,15,2,1,0,L
72,3393,8,20,2,h,3,5.9524,10,10,0,0,W
77,3393,1,10,0,a,2,17.8824,16,6,2,0,L
91,3394,1,15,1,h,5,14.4286,8,6,1,0,D
92,3394,3,10,1,a,4,15.3125,13,3,1,1,D
76,3395,4,13,2,h,5,16.381,12,8,2,0,W
73,3395,4,12,1,a,12,13.6,5,6,0,0,L
90,3396,1,9,1,h,4,11.5217,18,4,4,0,D
81,3396,2,13,1,a,4,4.2857,14,6,1,1,D
82,3397,9,21,4,h,11,8.7143,11,8,2,0,W
85,3397,3,5,0,a,2,15.9545,14,5,3,0,L
88,3398,6,19,0,h,3,4.5667,10,7,1,0,D
89,3398,1,3,0,a,0,22.5714,8,4,0,1,D
75,3399,8,14,3,h,3,13.8182,8,5,0,0,W
87,3399,7,17,1,a,17,3.7143,5,12,0,0,L
75,3400,5,17,3,h,11,8.2414,12,10,1,0,W
91,3400,4,10,1,a,3,6.9545,13,4,1,0,L
87,3401,7,18,3,h,15,10.3,8,9,1,0,W
83,3401,3,7,1,a,5,9.0952,15,3,2,0,L
89,3402,7,20,1,h,15,5.8276,9,15,3,0,D
73,3402,1,3,1,a,2,20.3333,11,2,2,1,D
85,3403,8,13,2,h,6,6.7241,16,6,1,0,W
93,3403,2,8,0,a,5,5.8,20,1,2,0,L
77,3404,3,11,0,h,0,13.9677,11,6,1,0,L
88,3404,7,14,2,a,15,6.6364,4,4,0,0,W
84,3405,9,24,3,h,5,13.0,7,9,2,0,W
92,3405,4,6,2,a,2,12.5,13,2,2,0,L
82,3406,7,20,3,h,3,11.0,9,7,1,0,W
72,3406,4,8,2,a,2,9.52,14,2,2,0,L
90,3407,4,16,3,h,8,8.0345,16,6,3,0,L
74,3407,11,20,4,a,5,7.3333,9,5,2,0,W
76,3408,1,11,0,h,0,10.0,8,5,0,0,L
78,3408,4,10,2,a,8,5.7586,12,5,1,0,W
81,3409,2,11,1,h,6,13.08,8,6,0,0,L
